Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
03/18/2021,5,New Haven,76466,69969,6497,8916,165,1980,1717,263
03/18/2021,6,New London,20012,19220,792,7501,18,418,320,98
03/18/2021,7,Tolland,8276,7656,620,5484,0,178,142,36
03/18/2021,8,Windham,9579,9285,294,8185,1,184,146,38
03/21/2021,1,Fairfield,86134,79312,6822,9126,99,2098,1685,413
03/21/2021,2,Hartford,73683,69531,4152,8254,80,2338,1917,421
03/21/2021,3,Litchfield,12145,10964,1181,6706,6,283,247,36
03/21/2021,4,Middlesex,11173,10337,836,6868,17,348,265,83
03/21/2021,5,New Haven,77335,70724,6611,9017,168,1983,1721,262
03/21/2021,6,New London,20159,19356,803,7556,16,419,322,97
03/21/2021,7,Tolland,8332,7706,626,5521,1,177,141,36
03/21/2021,8,Windham,9656,9356,300,8251,2,185,147,38
03/22/2021,1,Fairfield,86392,79546,6846,9153,104,2098,1685,413
03/22/2021,2,Hartford,73835,69665,4170,8271,82,2339,1918,421
03/22/2021,3,Litchfield,12195,11004,1191,6733,8,282,247,35
03/22/2021,4,Middlesex,11216,10374,842,6894,17,349,266,83
03/22/2021,5,New Haven,77638,70968,6670,9053,176,1986,1723,263
03/22/2021,6,New London,20189,19384,805,7568,13,419,322,97
03/22/2021,7,Tolland,8356,7724,632,5537,1,177,141,36
03/22/2021,8,Windham,9692,9364,328,8282,2,185,145,40
03/23/2021,1,Fairfield,86878,79766,7112,9205,108,2101,1688,413
03/23/2021,2,Hartford,74073,69758,4315,8298,77,2340,1917,423
03/23/2021,3,Litchfield,12286,11043,1243,6784,10,282,247,35
03/23/2021,4,Middlesex,11248,10391,857,6914,14,350,267,83
03/23/2021,5,New Haven,78094,71172,6922,9106,186,1988,1721,267
03/23/2021,6,New London,20294,19400,894,7607,14,419,322,97
03/23/2021,7,Tolland,8384,7743,641,5555,1,177,141,36
03/23/2021,8,Windham,9711,9374,337,8298,2,185,145,40
03/24/2021,1,Fairfield,87366,80212,7154,9257,115,2104,1690,414
03/24/2021,2,Hartford,74346,70016,4330,8328,84,2340,1917,423
03/24/2021,3,Litchfield,12388,11138,1250,6840,10,282,247,35
03/24/2021,4,Middlesex,11299,10442,857,6945,13,350,267,83
03/24/2021,5,New Haven,78536,71578,6958,9157,195,1992,1724,268
03/24/2021,6,New London,20348,19455,893,7627,14,420,323,97
03/24/2021,7,Tolland,8416,7775,641,5576,1,177,141,36
03/24/2021,8,Windham,9754,9414,340,8335,2,186,146,40
03/25/2021,1,Fairfield,87890,80674,7216,9312,120,2106,1691,415
03/25/2021,2,Hartford,74654,70267,4387,8363,89,2341,1919,422
03/25/2021,3,Litchfield,12518,11240,1278,6912,11,282,247,35
03/25/2021,4,Middlesex,11364,10485,879,6985,10,350,267,83
03/25/2021,5,New Haven,79060,71992,7068,9219,209,1992,1724,268
03/25/2021,6,New London,20412,19506,906,7651,14,420,322,98
03/25/2021,7,Tolland,8457,7805,652,5604,1,176,140,36
03/25/2021,8,Windham,9782,9440,342,8359,2,187,146,41
03/28/2021,1,Fairfield,88876,81556,7320,9417,134,2108,1695,413
03/28/2021,2,Hartford,75294,70852,4442,8434,108,2345,1922,423
03/28/2021,3,Litchfield,12713,11397,1316,7019,14,283,247,36
03/28/2021,4,Middlesex,11475,10589,886,7054,11,352,268,84
03/28/2021,5,New Haven,80047,72828,7219,9334,211,2000,1732,268
03/28/2021,6,New London,20582,19660,922,7715,16,421,322,99
03/28/2021,7,Tolland,8536,7874,662,5656,2,176,140,36
03/28/2021,8,Windham,9838,9489,349,8407,2,187,146,41
03/29/2021,1,Fairfield,89346,81965,7381,9466,141,2109,1696,413
03/29/2021,2,Hartford,75665,71180,4485,8476,113,2345,1923,422
03/29/2021,3,Litchfield,12805,11473,1332,7070,17,283,247,36
03/29/2021,4,Middlesex,11529,10635,894,7087,12,353,268,85
03/29/2021,5,New Haven,80542,73221,7321,9391,211,1999,1732,267
03/29/2021,6,New London,20641,19718,923,7737,18,422,323,99
03/29/2021,7,Tolland,8589,7913,676,5691,4,176,140,36
03/29/2021,8,Windham,9860,9511,349,8425,2,187,146,41
03/30/2021,1,Fairfield,89598,82177,7421,9493,135,2111,1695,416
03/30/2021,2,Hartford,75802,71305,4497,8491,118,2345,1922,423
03/30/2021,3,Litchfield,12872,11513,1359,7107,12,283,247,36
03/30/2021,4,Middlesex,11552,10658,894,7101,10,354,269,85
03/30/2021,5,New Haven,80806,73436,7370,9422,215,1996,1727,269
03/30/2021,6,New London,20674,19748,926,7749,16,423,324,99
03/30/2021,7,Tolland,8614,7932,682,5708,3,176,140,36
03/30/2021,8,Windham,9881,9530,351,8443,4,187,146,41
03/31/2021,1,Fairfield,90096,82474,7622,9546,124,2115,1700,415
03/31/2021,2,Hartford,76038,71445,4593,8518,118,2347,1924,423
03/31/2021,3,Litchfield,12995,11593,1402,7175,10,283,247,36
03/31/2021,4,Middlesex,11611,10698,913,7137,11,354,269,85
03/31/2021,5,New Haven,81318,73742,7576,9482,210,2001,1732,269
03/31/2021,6,New London,20759,19781,978,7781,13,424,325,99
03/31/2021,7,Tolland,8653,7957,696,5733,2,177,141,36
03/31/2021,8,Windham,9899,9545,354,8459,4,188,147,41
04/01/2021,1,Fairfield,90537,82883,7654,9598,125,2117,1703,414
04/01/2021,2,Hartford,76341,71723,4618,8561,118,2348,1925,423
04/01/2021,3,Litchfield,13064,11659,1405,7244,12,283,247,36
04/01/2021,4,Middlesex,11668,10753,915,7183,8,354,269,85
04/01/2021,5,New Haven,81793,74204,7589,9569,219,2002,1733,269
04/01/2021,6,New London,20819,19840,979,7850,11,424,325,99
04/01/2021,7,Tolland,8690,7996,694,5766,2,177,141,36
04/01/2021,8,Windham,9941,9585,356,8512,4,188,147,41
04/04/2021,1,Fairfield,91364,83601,7763,9685,128,2125,1709,416
04/04/2021,2,Hartford,76839,72181,4658,8617,109,2352,1929,423
04/04/2021,3,Litchfield,13216,11785,1431,7329,13,285,249,36
04/04/2021,4,Middlesex,11781,10849,932,7253,12,355,270,85
04/04/2021,5,New Haven,82651,74938,7713,9670,196,2006,1735,271
04/04/2021,6,New London,20938,19945,993,7895,19,424,325,99
04/04/2021,7,Tolland,8747,8038,709,5803,2,177,141,36
04/04/2021,8,Windham,10006,9648,358,8568,5,188,147,41
04/05/2021,1,Fairfield,91622,83800,7822,9713,134,2126,1709,417
04/05/2021,2,Hartford,77133,72435,4698,8650,113,2355,1932,423
04/05/2021,3,Litchfield,13282,11841,1441,7365,12,286,250,36
04/05/2021,4,Middlesex,11820,10882,938,7277,18,355,270,85
04/05/2021,5,New Haven,82967,75213,7754,9707,200,2008,1736,272
04/05/2021,6,New London,20986,19973,1013,7913,19,423,324,99
04/05/2021,7,Tolland,8783,8068,715,5827,2,177,141,36
04/05/2021,8,Windham,10018,9658,360,8578,7,188,147,41
04/06/2021,1,Fairfield,91935,84073,7862,9746,136,2127,1711,416
04/06/2021,2,Hartford,77304,72569,4735,8669,122,2355,1932,423
04/06/2021,3,Litchfield,13363,11906,1457,7410,14,286,250,36
04/06/2021,4,Middlesex,11838,10892,946,7288,19,355,270,85
04/06/2021,5,New Haven,83315,75470,7845,9747,200,2011,1737,274
04/06/2021,6,New London,21018,20000,1018,7925,15,424,325,99
04/06/2021,7,Tolland,8826,8092,734,5856,2,177,141,36
04/06/2021,8,Windham,10045,9679,366,8601,6,188,147,41
04/07/2021,1,Fairfield,92269,84381,7888,9781,145,2129,1713,416
04/07/2021,2,Hartford,77447,72692,4755,8685,116,2355,1932,423
04/07/2021,3,Litchfield,13415,11954,1461,7439,11,287,251,36
04/07/2021,4,Middlesex,11891,10935,956,7320,17,356,271,85
04/07/2021,5,New Haven,83646,75736,7910,9786,203,2012,1738,274
04/07/2021,6,New London,21053,20028,1025,7938,18,424,325,99
04/07/2021,7,Tolland,8861,8122,739,5879,0,177,141,36
04/07/2021,8,Windham,10076,9709,367,8628,5,188,147,41
04/08/2021,1,Fairfield,92953,85020,7933,9854,154,2130,1714,416
04/08/2021,2,Hartford,77789,73028,4761,8723,115,2354,1933,421
04/08/2021,3,Litchfield,13506,12031,1475,7489,11,287,250,37
04/08/2021,4,Middlesex,11932,10980,952,7346,18,356,271,85
04/08/2021,5,New Haven,84116,76148,7968,9841,208,2015,1740,275
04/08/2021,6,New London,21119,20091,1028,7963,19,424,325,99
04/08/2021,7,Tolland,8909,8165,744,5911,0,178,142,36
04/08/2021,8,Windham,10137,9770,367,8680,6,188,147,41
04/11/2021,1,Fairfield,93979,86004,7975,9962,146,2133,1717,416
04/11/2021,2,Hartford,78399,73596,4803,8792,113,2358,1937,421
04/11/2021,3,Litchfield,13637,12139,1498,7562,15,287,250,37
04/11/2021,4,Middlesex,12028,11064,964,7405,17,357,272,85
04/11/2021,5,New Haven,84979,76898,8081,9942,213,2019,1743,276
04/11/2021,6,New London,21222,20189,1033,8002,14,425,326,99
04/11/2021,7,Tolland,8975,8224,751,5955,1,178,142,36
04/11/2021,8,Windham,10217,9851,366,8749,5,188,147,41
04/12/2021,1,Fairfield,94341,86313,8028,10001,156,2139,1723,416
04/12/2021,2,Hartford,78633,73820,4813,8818,120,2363,1941,422
04/12/2021,3,Litchfield,13668,12160,1508,7579,14,287,250,37
04/12/2021,4,Middlesex,12108,11136,972,7454,14,357,272,85
04/12/2021,5,New Haven,85325,77179,8146,9982,215,2024,1748,276
04/12/2021,6,New London,21272,20225,1047,8021,16,425,326,99
04/12/2021,7,Tolland,9016,8270,746,5982,1,178,142,36
04/12/2021,8,Windham,10235,9865,370,8764,9,189,148,41
04/13/2021,1,Fairfield,94841,86775,8066,10054,152,2140,1724,416
04/13/2021,2,Hartford,79004,74162,4842,8860,112,2367,1945,422
04/13/2021,3,Litchfield,13761,12237,1524,7631,18,287,250,37
04/13/2021,4,Middlesex,12147,11171,976,7478,16,357,272,85
04/13/2021,5,New Haven,85768,77545,8223,10034,198,2028,1752,276
04/13/2021,6,New London,21342,20284,1058,8047,15,426,327,99
04/13/2021,7,Tolland,9048,8292,756,6003,1,178,142,36
04/13/2021,8,Windham,10289,9912,377,8810,6,189,148,41
04/14/2021,1,Fairfield,95011,86914,8097,10072,147,2141,1724,417
04/14/2021,2,Hartford,79157,74299,4858,8877,114,2368,1946,422
04/14/2021,3,Litchfield,13811,12283,1528,7659,16,288,251,37
04/14/2021,4,Middlesex,12175,11184,991,7495,15,357,272,85
04/14/2021,5,New Haven,85999,77750,8249,10061,193,2030,1755,275
04/14/2021,6,New London,21382,20313,1069,8062,12,426,327,99
04/14/2021,7,Tolland,9068,8308,760,6016,0,179,143,36
04/14/2021,8,Windham,10298,9922,376,8818,8,189,148,41
04/15/2021,1,Fairfield,95372,87200,8172,10110,140,2142,1725,417
04/15/2021,2,Hartford,79391,74480,4911,8903,110,2368,1946,422
04/15/2021,3,Litchfield,13859,12327,1532,7685,12,289,252,37
04/15/2021,4,Middlesex,12213,11217,996,7519,9,357,272,85
04/15/2021,5,New Haven,86260,77961,8299,10092,190,2032,1756,276
04/15/2021,6,New London,21432,20353,1079,8081,16,427,328,99
04/15/2021,7,Tolland,9092,8328,764,6032,1,179,143,36
04/15/2021,8,Windham,10337,9957,380,8852,8,189,148,41
04/18/2021,1,Fairfield,96083,87844,8239,10185,150,2147,1727,420
04/18/2021,2,Hartford,79901,74930,4971,8960,100,2373,1948,425
04/18/2021,3,Litchfield,14000,12447,1553,7763,8,290,253,37
04/18/2021,4,Middlesex,12289,11274,1015,7565,9,357,272,85
04/18/2021,5,New Haven,86954,78569,8385,10173,198,2039,1763,276
04/18/2021,6,New London,21516,20427,1089,8113,19,428,329,99
04/18/2021,7,Tolland,9135,8362,773,6061,1,179,143,36
04/18/2021,8,Windham,10395,10010,385,8901,9,189,148,41
04/19/2021,1,Fairfield,96334,88071,8263,10212,161,2148,1728,420
04/19/2021,2,Hartford,80020,75047,4973,8974,101,2374,1949,425
04/19/2021,3,Litchfield,14034,12474,1560,7782,9,291,254,37
04/19/2021,4,Middlesex,12310,11283,1027,7578,13,358,273,85
04/19/2021,5,New Haven,87196,78765,8431,10201,195,2040,1764,276
04/19/2021,6,New London,21545,20448,1097,8124,18,429,330,99
04/19/2021,7,Tolland,9155,8379,776,6074,1,179,143,36
04/19/2021,8,Windham,10412,10024,388,8916,9,189,148,41
04/20/2021,1,Fairfield,96586,88289,8297,10239,158,2149,1729,420
04/20/2021,2,Hartford,80186,75192,4994,8992,105,2375,1950,425
04/20/2021,3,Litchfield,14075,12505,1570,7805,11,291,254,37
04/20/2021,4,Middlesex,12334,11299,1035,7593,12,358,273,85
04/20/2021,5,New Haven,87454,78976,8478,10231,193,2044,1767,277
04/20/2021,6,New London,21587,20481,1106,8140,21,430,331,99
04/20/2021,7,Tolland,9178,8402,776,6089,1,179,143,36
04/20/2021,8,Windham,10449,10052,397,8947,6,189,148,41
04/21/2021,1,Fairfield,96797,88469,8328,10261,169,2152,1733,419
04/21/2021,2,Hartford,80359,75323,5036,9012,110,2377,1952,425
04/21/2021,3,Litchfield,14080,12510,1570,7808,13,291,254,37
04/21/2021,4,Middlesex,12359,11323,1036,7609,10,359,274,85
04/21/2021,5,New Haven,87713,79193,8520,10262,184,2049,1771,278
04/21/2021,6,New London,21610,20499,1111,8148,22,430,331,99
04/21/2021,7,Tolland,9204,8415,789,6107,1,180,143,37
04/21/2021,8,Windham,10461,10063,398,8958,6,189,148,41
04/22/2021,1,Fairfield,97049,88674,8375,10288,153,2154,1734,420
04/22/2021,2,Hartford,80563,75487,5076,9035,101,2379,1952,427
04/22/2021,3,Litchfield,14130,12548,1582,7836,14,292,254,38
04/22/2021,4,Middlesex,12390,11347,1043,7628,9,359,274,85
04/22/2021,5,New Haven,88101,79504,8597,10307,170,2052,1773,279
04/22/2021,6,New London,21654,20529,1125,8165,24,430,331,99
04/22/2021,7,Tolland,9232,8436,796,6125,0,180,143,37
04/22/2021,8,Windham,10495,10093,402,8987,7,189,148,41
04/25/2021,1,Fairfield,97641,89159,8482,10351,133,2157,1737,420
04/25/2021,2,Hartford,81109,75943,5166,9096,89,2384,1957,427
04/25/2021,3,Litchfield,14200,12603,1597,7874,11,292,254,38
04/25/2021,4,Middlesex,12452,11407,1045,7666,11,361,276,85
04/25/2021,5,New Haven,88766,79993,8773,10385,155,2059,1778,281
04/25/2021,6,New London,21773,20622,1151,8210,28,432,332,100
04/25/2021,7,Tolland,9272,8473,799,6152,1,180,143,37
04/25/2021,8,Windham,10550,10143,407,9034,8,189,148,41
04/26/2021,1,Fairfield,97724,89240,8484,10359,136,2157,1736,421
04/26/2021,2,Hartford,81181,76016,5165,9104,96,2386,1958,428
04/26/2021,3,Litchfield,14211,12615,1596,7880,10,293,255,38
04/26/2021,4,Middlesex,12474,11425,1049,7679,10,361,276,85
04/26/2021,5,New Haven,88949,80179,8770,10406,154,2061,1779,282
04/26/2021,6,New London,21803,20652,1151,8221,28,438,337,101
04/26/2021,7,Tolland,9282,8482,800,6158,1,181,144,37
04/26/2021,8,Windham,10556,10149,407,9039,9,190,149,41
04/27/2021,1,Fairfield,97853,89324,8529,10373,131,2159,1737,422
04/27/2021,2,Hartford,81358,76141,5217,9124,83,2391,1963,428
04/27/2021,3,Litchfield,14258,12642,1616,7906,7,293,255,38
04/27/2021,4,Middlesex,12486,11426,1060,7687,12,361,276,85
04/27/2021,5,New Haven,89138,80305,8833,10428,142,2065,1782,283
04/27/2021,6,New London,21832,20672,1160,8232,20,440,339,101
04/27/2021,7,Tolland,9303,8494,809,6172,3,181,144,37
04/27/2021,8,Windham,10571,10157,414,9052,9,190,149,41
04/28/2021,1,Fairfield,97948,89421,8527,10383,127,2160,1737,423
04/28/2021,2,Hartford,81462,76234,5228,9135,85,2392,1964,428
04/28/2021,3,Litchfield,14282,12658,1624,7920,6,293,255,38
04/28/2021,4,Middlesex,12513,11447,1066,7703,13,361,276,85
04/28/2021,5,New Haven,89291,80437,8854,10446,145,2066,1783,283
04/28/2021,6,New London,21862,20701,1161,8243,16,440,339,101
04/28/2021,7,Tolland,9321,8510,811,6184,3,182,145,37
04/28/2021,8,Windham,10602,10182,420,9078,8,190,149,41
04/29/2021,1,Fairfield,98131,89588,8543,10403,113,2165,1741,424
04/29/2021,2,Hartford,81660,76396,5264,9158,88,2394,1965,429
04/29/2021,3,Litchfield,14323,12696,1627,7943,11,293,255,38
04/29/2021,4,Middlesex,12547,11466,1081,7724,12,362,277,85
04/29/2021,5,New Haven,89526,80641,8885,10474,134,2069,1786,283
04/29/2021,6,New London,21907,20747,1160,8260,16,441,340,101
04/29/2021,7,Tolland,9350,8535,815,6204,3,182,145,37
04/29/2021,8,Windham,10622,10203,419,9096,6,191,150,41
